score,sentence1,sentence2
3,زن در حال شکستن دو تخم مرغ در یک کاسه شیشه ای است,یک زن در حال قرار دادن یک کاسه با ترک در نزدیکی تخم مرغ است
4.3,زن در حال شکستن دو تخم مرغ در یک کاسه شیشه ای است,زنی در حال شکستن تخم مرغ در یک کاسه است
3.6,چند مرد کریکت را تماشا می کنند,چند مرد کریکت بازی می کنند
4.9,مردم کریکت بازی می کنند,برخی از افراد در حال بازی کریکت هستند
4.4,چند مرد با نشاط کریکت بازی می کنند,مردم کریکت بازی می کنند
3.165,مردی روی برخی از برشهای نان سیر می گذارد,مردی در حال برداشتن سیر از چند برش نان است
4.8,دو کودک در یک استخر شنا با شناور تمساح رنگ سبز بازی می کنند,دو کودک در یک استخر شنا با شناور تمساح که سبز است بازی می کنند
4.1,دو کودک در یک استخر شنا با شناور تمساح رنگ سبز بازی می کنند,دو کودک از استخر شنا شناور تمساح رنگ سبز را بیرون می کشند
5,یک تمساح بادی توسط دو بچه در استخر تحت فشار قرار می گیرد,دو کودک در حال فشار دادن یک تمساح بادی در استخر هستند
3.2,دو کودک در حال فشار دادن یک تمساح بادی در استخر هستند,دو کودک در حال عبور از یک تمساح در استخر بادی هستند
4.1,دو کودک در یک استخر شنا با شناور تمساح رنگ سبز بازی می کنند,یک تمساح بادی توسط دو بچه در استخر تحت فشار قرار می گیرد
4.2,دو کودک در حال فشار دادن یک تمساح بادی در استخر هستند,دو کودک از استخر شنا شناور تمساح رنگ سبز را بیرون می کشند
4.8,شخصی از اسب می افتد,شخصی از اسب می افتد
2.9,شخصی از اسب می افتد,اسبی روی کسی می افتد
4.3,مرد ناگهان از یک اسب رد می شود,مرد در حال رانده شدن از یک اسب است
4.2,زنی انگشتانش را روی میز می کوبد,زنی انگشتانش را روی میز می زند
4.9,سگی در حال هل دادن یک کودک نوپا به درون گودال باران است,سگی در حال هل دادن یک کودک نوپا به درون گودال باران است
3.5,سگی در حال هل دادن یک کودک نوپا به درون گودال باران است,سگی در حال بیرون آوردن یک کودک نوپا از یک گودال باران است
3.7,سگ پسر را به آب نمی زند,سگ پسری را به آب می زند
85/2,پسری با یک بطری آب سگ را می زند,سگ پسری را به آب می زند
4,سگی در حال هل دادن یک کودک نوپا به درون گودال باران است,پسری توسط سگ در آب کوبیده می شود
3.9,سگی در حال هل دادن یک کودک نوپا به درون گودال باران است,سگ پسری را به آب می زند
4,هیچ مردی یک کاسه غلات نمی خورد,مردی در حال خوردن یک کاسه غلات است
4.8,مردی در حال خوردن یک کاسه غلات است,غلات توسط مرد خورده می شود
4,هیچ مردی غلات نمی خورد,مردی در حال خوردن یک کاسه غلات است
4.7,مردی با گرسنگی در حال خوردن یک کاسه غلات است,مرد در حال خوردن غلات است
3.7,مرد در حال خوردن غلات است,هیچ مردی یک کاسه غلات نمی خورد
2.6,فرد در حال نواختن فلوت است,مردی در حال نواختن گیتار است
3.065,مردی در حال نواختن گیتار است,مردی که فلوت نمی نوازد
2.9,مرد در حال نواختن فلوت است,مردی در حال نواختن گیتار است
4.55,زن به آرامی به گوشت شکر اضافه می کند,زن در حال افزودن شکر به گوشت است
3.9,زن در حال افزودن شکر به گوشت است,یک زن در حال افزودن ادویه به مقداری گوشت است
4.3,یک سگ در حال باز کردن یک قوطی غذا است,یک سگ در حال باز کردن یک ظرف غذا است
3.4,سگی در حال گاز گرفتن قوطی است,یک سگ در حال باز کردن یک ظرف غذا است
3.3,یک سگ در حال باز کردن یک قوطی غذا است,سگی در حال گاز گرفتن قوطی است
4.9,گربه ای با هندوانه بازی می کند,یک گربه در حال بازی با هندوانه است
3.7,گربه ای با هندوانه بازی می کند,گربه با هندوانه بازی نمی کند
5,یک گربه در حال بازی با هندوانه است,گربه در حال بازی با هندوانه است
3.4,گربه در حال بازی با هندوانه است,هیچ گربه ای با هندوانه بازی نمی کند
4.8,پسر در حال نواختن گیتار است,پسری در حال نواختن گیتار است
4.5,پسر در حال نواختن گیتار است,یک بچه در حال نواختن گیتار است
4.8,پسری در حال نواختن گیتار است,یک بچه در حال نواختن گیتار است
4.5,زن بدون ترس در آب اسکی می کند,زن در حال اسکی روی آب است
3.5,زن در حال اسکی روی آب است,زنی در حال تماشای دریاچه است
4.9,شخصی لنز دوربین را به میخ می کوبد,شخصی لنز دوربین را به میخ می کوبد
3.3,شخصی لنز دوربین را به میخ می کوبد,کسی نیست که لنز دوربین را به میخ بزند
4.1,شخصی در حال ناخن زدن لنز دوربین با صدای بلند بلند است,شخصی لنز دوربین را به میخ می کوبد
4.8,شخصی در حال خرد کردن یک پیاز است,شخصی در حال بریدن یک پیاز است
3.6,شخصی در حال خوردن یک پیاز خرد شده است,شخصی در حال بریدن یک پیاز است
4,هیچ شخصی پیاز را برش نمی دهد,شخصی در حال بریدن یک پیاز است
3.4,شخصی در حال بریدن یک پیاز است,شخصی در حال خوردن یک پیاز خرد شده است
3.5,شخصی در حال بسته بندی پیاز است,شخصی در حال بریدن یک پیاز است
3.2,فردی نزدیک پیاز بریده شده است,شخصی در حال بریدن یک پیاز است
